id,Volcano_Number,Volcano_Name,Volcanic_Landform,Primary_Volcano_Type,Last_Eruption_Year,Country,Region,Subregion,Geological_Summary,Latitude,Longitude,Elevation,Tectonic_Setting,Geologic_Epoch,Evidence_Category,Primary_Photo_Link,Primary_Photo_Caption,Primary_Photo_Credit,Major_Rock_Type,x_coordinate,y_coordinate,source,buffer_km,geom_buffer
Smithsonian_VOTW_Holocene_Volcanoes.fid-66f9dc1b_199ec577a21_243,282030,Suwanosejima,Composite,Stratovolcano(es),2025.0,Japan,Western Pacific Volcanic Regions,Ryukyu Volcanic Arc,"The 8-km-long island of Suwanosejima in the northern Ryukyu Islands consists of an andesitic stratovolcano with two active summit craters. The summit is truncated by a large breached crater extending to the sea on the E flank that was formed by edifice collapse. One of Japan's most frequently active volcanoes, it was in a state of intermittent Strombolian activity from Otake, the NE summit crater, between 1949 and 1996, after which periods of inactivity lengthened. The largest recorded eruption took place in 1813-14, when thick scoria deposits covered residential areas, and the SW crater produced two lava flows that reached the western coast. At the end of the eruption the summit of Otake collapsed, forming a large debris avalanche and creating an open collapse scarp extending to the eastern coast. The island remained uninhabited for about 70 years after the 1813-1814 eruption. Lava flows reached the eastern coast of the island in 1884. Only about 50 people live on the island.",29.638,129.714,796,Subduction zone / Oceanic crust (< 15 km),Holocene,Eruption Observed,https://volcano.si.edu/gallery/photos/GVP-06460.jpg,"A plume rises above Ontake, the summit crater of Suwanosejima. The 8-km-long island consists of a stratovolcano with two historically active summit craters. The dipping scarp at the top of the image opens towards the sea on the E flank and formed by edifice collapse. This is one of Japan's most frequently active volcanoes and has been in a state of intermittent Strombolian activity since 1949.","Photo by Yukio Hayakawa, 1998 (Gunma University).",Andesite / Basaltic Andesite,129.714,29.638,erupting,30,"POLYGON ((129.98349458523586 29.637999999999995, 129.9783163223477 29.59229248981302, 129.96298053142203 29.548321955505585, 129.9380765583037 29.507781532673498, 129.9045614487133 29.4722341981884, 129.86372316951702 29.44305193954139, 129.81713111288184 29.42136213000583, 129.76657578541526 29.408003306875596, 129.714 29.403492187763415, 129.66142421458474 29.408003306875596, 129.61086888711813 29.42136213000583, 129.56427683048298 29.44305193954139, 129.5234385512867 29.4722341981884, 129.48992344169628 29.507781532673498, 129.465019468578 29.548321955505585, 129.4496836776523 29.59229248981302, 129.44450541476414 29.637999999999995, 129.4496836776523 29.68368677372883, 129.465019468578 29.727598255655874, 129.48992344169628 29.768050300510968, 129.5234385512867 29.803493386304236, 129.56427683048298 29.83257139651926, 129.61086888711813 29.854172828705103, 129.66142421458474 29.86747260008224, 129.714 29.871962982996095, 129.76657578541526 29.86747260008224, 129.81713111288184 29.854172828705103, 129.86372316951702 29.83257139651926, 129.9045614487133 29.803493386304236, 129.9380765583037 29.768050300510968, 129.96298053142203 29.727598255655874, 129.9783163223477 29.68368677372883, 129.98349458523586 29.637999999999995))"
Smithsonian_VOTW_Holocene_Volcanoes.fid-66f9dc1b_199ec577a21_2fe,300130,Karymsky,Composite,Stratovolcano,2025.0,Russia,Northwestern Pacific Volcanic Regions,Eastern Kamchatka Volcanic Arc,"Karymsky, the most active volcano of  Kamchatka's eastern volcanic zone, is a symmetrical stratovolcano constructed within a 5-km-wide caldera that formed during the early Holocene. The caldera cuts the south side of the Pleistocene Dvor volcano and is located outside the north margin of the large mid-Pleistocene Polovinka caldera, which contains the smaller Akademia Nauk and Odnoboky calderas. Most seismicity preceding Karymsky eruptions originated beneath Akademia Nauk caldera, located immediately south. The caldera enclosing Karymsky formed about 7600-7700 radiocarbon years ago; construction of the stratovolcano began about 2000 years later. The latest eruptive period began about 500 years ago, following a 2300-year quiescence. Much of the cone is mantled by lava flows less than 200 years old. Historical eruptions have been vulcanian or vulcanian-strombolian with moderate explosive activity and occasional lava flows from the summit crater.",54.049,159.443,1513,Subduction zone / Continental crust (> 25 km),Holocene,Eruption Observed,https://volcano.si.edu/gallery/photos/GVP-05760.jpg,"Karymsky was constructed within a 5-km-wide caldera that formed during a major explosive eruption about 7,500 years ago. Much of the cone is mantled by lava flows less than 200 years old, seen here from a volcanological field camp on the SW flank. Frequent historical eruptions have produced explosive activity with occasional lava flows from the summit crater.","Photo by Nikolai Smelov, 1996 (courtesy of Vera Ponomareva, Institute of Volcanic Geology and Geochemistry, Petropavlovsk).",Andesite / Basaltic Andesite,159.443,54.049,erupting,30,"POLYGON ((159.71249458523587 54.04899999999999, 159.70731632234774 54.01812165036916, 159.69198053142205 53.988408306780535, 159.6670765583037 53.96100554711936, 159.63356144871335 53.936972004282154, 159.592723169517 53.91723783714637, 159.54613111288188 53.90256798519323, 159.4955757854153 53.8935317713463, 159.443 53.89048017398836, 159.39042421458473 53.8935317713463, 159.33986888711814 53.90256798519323, 159.29327683048302 53.91723783714637, 159.25243855128667 53.936972004282154, 159.21892344169635 53.96100554711936, 159.194019468578 53.988408306780535, 159.17868367765232 54.01812165036916, 159.17350541476418 54.04899999999999, 159.17868367765232 54.07985542073497, 159.194019468578 54.10950346837142, 159.21892344169635 54.13680850578638, 159.25243855128667 54.16072677745488, 159.29327683048302 54.18034567350884, 159.33986888711814 54.19491780342545, 159.39042421458473 54.20388872152992, 159.443 54.206917390078864, 159.4955757854153 54.20388872152992, 159.54613111288188 54.19491780342545, 159.592723169517 54.18034567350884, 159.63356144871335 54.16072677745488, 159.6670765583037 54.13680850578638, 159.69198053142205 54.10950346837142, 159.70731632234774 54.07985542073497, 159.71249458523587 54.04899999999999))"
Smithsonian_VOTW_Holocene_Volcanoes.fid-66f9dc1b_199ec577a21_304,300190,Krasheninnikov,Composite,Caldera,2025.0,Russia,Northwestern Pacific Volcanic Regions,Eastern Kamchatka Volcanic Arc,"The late-Pleistocene to Holocene Krasheninnikov volcano is comprised of two overlapping stratovolcanoes within a 9 x 10 km Pleistocene caldera. Young lava flows from summit and flank vents descend both into the caldera and down its outer flanks, and older flows that covered much of the SE caldera rim extended downslope at least 7 km. Tephra deposits from the caldera-forming eruption directly overlie a 39,000 years before present (BP) tephra thought to be associated with the formation of Uzon caldera (Florenskii, 1988). The intra-caldera stratovolcanoes are situated along a NE-SW-trending fissure that has also produced zones of Holocene cinder cones extending 15-20 km beyond the caldera. Construction of the southern edifice began about 11,000 years BP and lasted for about 4,500 years; it has a summit crater about 800-900 m wide. The northern edifice was constructed during a cycle of similar length that began about 6,500 years ago; it has a summit crater about 1.5 km wide, within which is low cone with an 800-m-wide crater containing another small cone. An eruptive cycle during about 600-400 years BP (1350-1550 CE) produced the Pauk lava cone in the crater of the northern cone and the Yuzhny lava flow on SW flank outside the caldera, followed by the Molodoy flow from the upper SW flank (Ponomareva, 1987; Ponomareva and Tsyurupa, 1985; Ponomareva and Braitseva, 1990).",54.596,160.27,1816,Subduction zone / Continental crust (> 25 km),Holocene,Eruption Dated,https://volcano.si.edu/gallery/photos/GVP-02387.jpg,"Krasheninnikov is comprised of two overlapping edifices seen here from the north, with both cones topped by 800-m-wide craters. Construction of the northern cone (bottom) began about 6,500 years ago and eventually formed an inner cone within a 2-km-wide crater, the rim of which is visible to the left. The small inner cone of the northern crater was built during an eruption about 400 years ago which also produced a SW-flank lava flow.","Photo courtesy of Anatoli Khrenov, 1989 (Institute of Volcanology, Petropavlovsk).",Basalt / Picro-Basalt,160.27,54.596,erupting,30,"POLYGON ((160.53949458523587 54.596, 160.53431632234773 54.56552945332161, 160.51898053142205 54.53620837958373, 160.49407655830368 54.50916725787703, 160.46056144871335 54.48545078780658, 160.419723169517 54.46597690135932, 160.37313111288188 54.45150049375773, 160.3225757854153 54.44258341860308, 160.27 54.43957205225347, 160.21742421458472 54.44258341860308, 160.16686888711814 54.45150049375773, 160.12027683048302 54.46597690135932, 160.07943855128667 54.48545078780658, 160.04592344169632 54.50916725787703, 160.021019468578 54.53620837958373, 160.0056836776523 54.56552945332161, 160.00050541476415 54.596, 160.0056836776523 54.62644776503216, 160.021019468578 54.65570396214828, 160.04592344169632 54.682647989178086, 160.07943855128667 54.70624992834378, 160.12027683048302 54.72560928396821, 160.16686888711814 54.739988597090694, 160.21742421458472 54.74884079582134, 160.27 54.75182938060665, 160.3225757854153 54.74884079582134, 160.37313111288188 54.739988597090694, 160.419723169517 54.72560928396821, 160.46056144871335 54.70624992834378, 160.49407655830368 54.682647989178086, 160.51898053142205 54.65570396214828, 160.53431632234773 54.62644776503216, 160.53949458523587 54.596))"
Smithsonian_VOTW_Holocene_Volcanoes.fid-66f9dc1b_199ec577a21_30e,300250,Bezymianny,Composite,Stratovolcano,2025.0,Russia,Northwestern Pacific Volcanic Regions,Eastern Kamchatka Volcanic Arc,"The modern Bezymianny, much smaller than its massive neighbors Kamen and Kliuchevskoi on the Kamchatka Peninsula, was formed about 4,700 years ago over a late-Pleistocene lava-dome complex and an edifice built about 11,000-7,000 years ago. Three periods of intensified activity have occurred during the past 3,000 years. The latest period, which was preceded by a 1,000-year quiescence, began with the dramatic 1955-56 eruption. This eruption, similar to that of St. Helens in 1980, produced a large open crater that was formed by collapse of the summit and an associated lateral blast. Subsequent episodic but ongoing lava-dome growth, accompanied by intermittent explosive activity and pyroclastic flows, has largely filled the 1956 crater.",55.972,160.595,2882,Subduction zone / Continental crust (> 25 km),Holocene,Eruption Observed,https://volcano.si.edu/gallery/photos/GVP-02445.jpg,"A lava dome fills much of the large horseshoe-shaped crater on the ESE side of Bezymianny in this late-1980s view from the SE. The crater formed during an eruption in 1955-56, which was similar to that of Mount St. Helens in 1980 with flank collapse and lateral blast components. Prior to this eruption Bezymianny had been considered extinct. Subsequent episodic lava dome growth, accompanied by intermittent explosive activity and pyroclastic flows, has largely filled the 1956 crater.","Photo by Yuri Doubik (Institute of Volcanology, Petropavlovsk).",Andesite / Basaltic Andesite,160.595,55.972,erupting,30,"POLYGON ((160.86449458523586 55.971999999999994, 160.8593163223477 55.94256750777748, 160.84398053142203 55.914244979721815, 160.81907655830366 55.88812445490248, 160.7855614487133 55.865215156108825, 160.744723169517 55.8464038801285, 160.69813111288184 55.83241994270906, 160.64757578541526 55.823806174192576, 160.595 55.82089722970245, 160.5424242145847 55.823806174192576, 160.49186888711813 55.83241994270906, 160.44527683048298 55.8464038801285, 160.40443855128666 55.865215156108825, 160.3709234416963 55.88812445490248, 160.34601946857796 55.914244979721815, 160.3306836776523 55.94256750777748, 160.32550541476414 55.971999999999994, 160.3306836776523 56.00141011758538, 160.34601946857796 56.02966892808041, 160.3709234416963 56.05569409287316, 160.40443855128666 56.078490906910346, 160.44527683048298 56.09718969820396, 160.49186888711813 56.111078275765195, 160.5424242145847 56.11962832688946, 160.595 56.122514896812184, 160.64757578541526 56.11962832688946, 160.69813111288184 56.111078275765195, 160.744723169517 56.09718969820396, 160.7855614487133 56.078490906910346, 160.81907655830366 56.05569409287316, 160.84398053142203 56.02966892808041, 160.8593163223477 56.00141011758538, 160.86449458523586 55.971999999999994))"
Smithsonian_VOTW_Holocene_Volcanoes.fid-66f9dc1b_199ec577a21_314,300270,Sheveluch,Composite,Stratovolcano,2025.0,Russia,Northwestern Pacific Volcanic Regions,Eastern Kamchatka Volcanic Arc,"The high, isolated massif of Sheveluch volcano (also spelled Shiveluch) rises above the lowlands NNE of the Kliuchevskaya volcano group. The 1,300 km3 andesitic volcano is one of Kamchatka's largest and most active volcanic structures, with at least 60 large eruptions during the Holocene. The summit of roughly 65,000-year-old Stary Shiveluch is truncated by a broad 9-km-wide late-Pleistocene caldera breached to the south. Many lava domes occur on its outer flanks. The Molodoy Shiveluch lava dome complex was constructed during the Holocene within the large open caldera; Holocene lava dome extrusion also took place on the flanks of Stary Shiveluch. Widespread tephra layers from these eruptions have provided valuable time markers for dating volcanic events in Kamchatka. Frequent collapses of dome complexes, most recently in 1964, have produced debris avalanches whose deposits cover much of the floor of the breached caldera.",56.653,161.36,3283,Subduction zone / Continental crust (> 25 km),Holocene,Eruption Observed,https://volcano.si.edu/gallery/photos/GVP-02524.jpg,Sheveluch has undergone several large flank collapse events to shape the edifice we see today. The frequent collapses of lava-dome complexes have produced numerous debris avalanches whose deposits cover much of the area south of the volcano. The light-colored hummocky deposits in the foreground were produced during the latest collapse in 1964.,"Photo by Kamchatka Volcanic Eruptions Response Team (courtesy of Dan Miller, U.S. Geological Survey).",Andesite / Basaltic Andesite,161.36,56.653,erupting,30,"POLYGON ((161.62949458523585 56.653, 161.6243163223477 56.62408757838064, 161.60898053142202 56.5962653425969, 161.58407655830368 56.5706060697895, 161.55056144871332 56.54810120355563, 161.509723169517 56.52962193562937, 161.46313111288185 56.515884760087395, 161.41257578541527 56.50742297121295, 161.35999999999999 56.50456534817072, 161.3074242145847 56.50742297121295, 161.25686888711812 56.515884760087395, 161.210276830483 56.52962193562937, 161.16943855128667 56.54810120355563, 161.13592344169632 56.5706060697895, 161.11101946857798 56.5962653425969, 161.0956836776523 56.62408757838064, 161.09050541476415 56.653, 161.0956836776523 56.68189026757077, 161.11101946857798 56.709649413975704, 161.13592344169632 56.73521426689349, 161.16943855128667 56.757607757332686, 161.210276830483 56.77597564952815, 161.25686888711812 56.78961840533477, 161.3074242145847 56.79801710498465, 161.35999999999999 56.80085257404219, 161.41257578541527 56.79801710498465, 161.46313111288185 56.78961840533477, 161.509723169517 56.77597564952815, 161.55056144871332 56.757607757332686, 161.58407655830368 56.73521426689349, 161.60898053142202 56.709649413975704, 161.6243163223477 56.68189026757077, 161.62949458523585 56.653))"
Smithsonian_VOTW_Holocene_Volcanoes.fid-66f9dc1b_199ec577a21_33f,311120,Great Sitkin,Composite,Stratovolcano,2025.0,United States,North America Volcanic Regions,Aleutian Ridge Volcanic Arc,"The Great Sitkin volcano forms much of the northern side of Great Sitkin Island. A younger volcano capped by a small, 0.8 x 1.2 km ice-filled summit caldera was constructed within a large late-Pleistocene or early Holocene scarp formed by massive edifice failure that truncated an older edifice and produced a submarine debris avalanche. Deposits from this and an even older debris avalanche from a source to the south cover a broad area of the ocean floor north of the volcano. The summit lies along the eastern rim of the younger collapse scarp. Deposits from an earlier caldera-forming eruption of unknown age cover the flanks of the island to a depth up to 6 m. The small younger caldera was partially filled by lava domes emplaced in 1945 and 1974, and five small older flank lava domes, two of which lie on the coastline, were constructed along northwest- and NNW-trending lines. Hot springs, mud pots, and fumaroles occur near the head of Big Fox Creek, south of the volcano. Eruptions have been recorded since the late-19th century.",52.076,-176.13,1740,Subduction zone / Intermediate crust (15-25 km),Holocene,Eruption Observed,https://volcano.si.edu/gallery/photos/GVP-08562.jpg,"Great Sitkin in the Andreanof Islands is seen here from Finger Bay on Adak Island. The edifice was constructed within a caldera, part of which forms the high snow-covered peak to the right. The post-caldera cone contains a 0.8 x 1.2 km ice-filled summit crater. The rim forms the irregular summit on the left horizon. A lava dome 400-600 m wide was emplaced through a glacier in 1945.","Photo by Fred Zeillemaker, 1982 (U.S. Fish and Wildlife Service, courtesy of Alaska Volcano Observatory).",Andesite / Basaltic Andesite,-176.13,52.076,erupting,30,"POLYGON ((-175.86050541476416 52.07600000000001, -175.86568367765233 52.04367440184161, -175.881019468578 52.01256899293804, -175.90592344169633 51.98388292310331, -175.93943855128668 51.958724254146226, -175.98027683048304 51.9380665142327, -176.02686888711816 51.92271026597779, -176.07742421458474 51.91325132062824, -176.13000000000002 51.91005697558259, -176.18257578541528 51.91325132062824, -176.23313111288186 51.92271026597779, -176.279723169517 51.9380665142327, -176.32056144871333 51.958724254146226, -176.3540765583037 51.98388292310331, -176.37898053142206 52.01256899293804, -176.39431632234772 52.04367440184161, -176.39949458523589 52.07600000000001, -176.39431632234772 52.10830220794923, -176.37898053142206 52.13934100719539, -176.3540765583037 52.16792738869598, -176.32056144871333 52.19296846734236, -176.279723169517 52.21350861705027, -176.23313111288186 52.228765177224716, -176.18257578541528 52.23815751317052, -176.13000000000002 52.24132846811208, -176.07742421458474 52.23815751317052, -176.02686888711816 52.228765177224716, -175.98027683048304 52.21350861705027, -175.93943855128668 52.19296846734236, -175.90592344169633 52.16792738869598, -175.881019468578 52.13934100719539, -175.86568367765233 52.10830220794923, -175.86050541476416 52.07600000000001))"
Smithsonian_VOTW_Holocene_Volcanoes.fid-66f9dc1b_199ec577a21_40a,342090,Fuego,Composite,Stratovolcano(es),2025.0,Guatemala,Middle America-Caribbean Volcanic Regions,Central America Volcanic Arc,"Volcán Fuego, one of Central America's most active volcanoes, is also one of three large stratovolcanoes overlooking Guatemala's former capital, Antigua. The scarp of an older edifice, Meseta, lies between Fuego and Acatenango to the north. Construction of Meseta dates back to about 230,000 years and continued until the late Pleistocene or early Holocene. Collapse of Meseta may have produced the massive Escuintla debris-avalanche deposit, which extends about 50 km onto the Pacific coastal plain. Growth of the modern Fuego volcano followed, continuing the southward migration of volcanism that began at the mostly andesitic Acatenango. Eruptions at Fuego have become more mafic with time, and most historical activity has produced basaltic rocks. Frequent vigorous eruptions have been recorded since the onset of the Spanish era in 1524, and have produced major ashfalls, along with occasional pyroclastic flows and lava flows.",14.4748,-90.8806,3799,Subduction zone / Continental crust (> 25 km),Holocene,Eruption Observed,https://volcano.si.edu/gallery/photos/GVP-03903.jpg,"The upper SE flanks of Fuego (left) and Acatenango (right) are seen here, with their summits that lie only 3 km apart along a N-S line. The modern Fuego edifice was constructed within a scarp left by collapse of the ancestral Mesata, whose flank appears to the right of the summit towards the saddle between the two. ","Photo by Lee Siebert, 1988 (Smithsonian Institution).",Basalt / Picro-Basalt,-90.8806,14.4748,erupting,30,"POLYGON ((-90.61110541476413 14.4748, -90.61628367765229 14.423887260706623, -90.63161946857797 14.37492009265334, -90.6565234416963 14.329782192012681, -90.69003855128666 14.290211018437503, -90.73087683048297 14.257730593101721, -90.77746888711813 14.233592428667645, -90.82802421458473 14.218726936682614, -90.88059999999999 14.21370725354634, -90.93317578541526 14.218726936682614, -90.98373111288186 14.233592428667645, -91.030323169517 14.257730593101721, -91.07116144871333 14.290211018437496, -91.1046765583037 14.329782192012681, -91.12958053142202 14.37492009265334, -91.1449163223477 14.423887260706623, -91.15009458523585 14.4748, -91.1449163223477 14.52570106313194, -91.12958053142202 14.574634980332181, -91.1046765583037 14.619723117669391, -91.07116144871333 14.659235591602796, -91.030323169517 14.691657317488342, -90.98373111288186 14.715745719081394, -90.93317578541526 14.730577960675811, -90.88059999999999 14.735585967842198, -90.82802421458473 14.730577960675811, -90.77746888711813 14.715745719081394, -90.73087683048297 14.691657317488342, -90.69003855128666 14.6592355916028, -90.6565234416963 14.619723117669391, -90.63161946857797 14.574634980332181, -90.61628367765229 14.52570106313194, -90.61110541476413 14.4748))"
Smithsonian_VOTW_Holocene_Volcanoes.fid-66f9dc1b_199ec577a21_457,352010,Reventador,Composite,Stratovolcano,2025.0,Ecuador,South America Volcanic Regions,Northern Andean Volcanic Arc,"Volcán El Reventador is the most frequently active of a chain of Ecuadorian volcanoes in the Cordillera Real, well east of the principal volcanic axis. The forested, dominantly andesitic stratovolcano has 4-km-wide avalanche scarp open to the E formed by edifice collapse. A young, unvegetated, cone rises from the amphitheater floor to a height comparable to the rim. It has been the source of numerous lava flows as well as explosive eruptions visible from Quito, about 90 km ESE. Frequent lahars in this region of heavy rainfall have left extensive deposits on the scarp slope. The largest recorded eruption took place in 2002, producing a 17-km-high eruption column, pyroclastic flows that traveled up to 8 km, and lava flows from summit and flank vents.",-0.077,-77.656,3562,Subduction zone / Continental crust (> 25 km),Holocene,Eruption Observed,https://volcano.si.edu/gallery/photos/GVP-11671.jpg,"A steam-and-gas plume rises from the central cone of Reventador volcano in this March 11, 2005 aerial view from the SE.  Several lava flows generated during eruptions in 2002 and 2004-2005 are visible on the south and SE flanks of the central cone.  The 3562-m-high central cone was constructed within the large 4-km-wide horseshoe-shaped caldera breached to the east (lower right).  The caldera was formed during a major collapse of the volcano, which produced a massive debris avalanche that swept into the Amazon basin.","Photo by Patricio Ramon, 2005 (Instituto Geofisca, Escuela Politecnica Nacional).",Andesite / Basaltic Andesite,-77.656,-0.077,erupting,30,"POLYGON ((-77.38650541476413 -0.077, -77.39168367765228 -0.1295756981409738, -77.40701946857797 -0.1801308393248574, -77.43192344169628 -0.2267226010112658, -77.46543855128667 -0.2675604994311014, -77.50627683048297 -0.3010751959022945, -77.55286888711812 -0.325978795967689, -77.60342421458473 -0.341314326829834, -77.65599999999999 -0.3464924964379528, -77.70857578541526 -0.341314326829834, -77.75913111288185 -0.325978795967689, -77.80572316951701 -0.3010751959022945, -77.84656144871332 -0.2675604994311015, -77.88007655830368 -0.2267226010112658, -77.90498053142201 -0.1801308393248575, -77.92031632234769 -0.1295756981409738, -77.92549458523585 -0.077, -77.92031632234769 -0.0244242370230098, -77.90498053142201 0.026131088797978, -77.88007655830368 0.0727231268126512, -77.84656144871332 0.1135613511828374, -77.80572316951701 0.1470763736032311, -77.75913111288185 0.1719802499941144, -77.70857578541526 0.1873159654905878, -77.65599999999999 0.1924941999335732, -77.60342421458473 0.1873159654905878, -77.55286888711812 0.1719802499941145, -77.50627683048297 0.1470763736032311, -77.46543855128667 0.1135613511828374, -77.43192344169628 0.0727231268126513, -77.40701946857797 0.0261310887979782, -77.39168367765228 -0.0244242370230097, -77.38650541476413 -0.077))"
Smithsonian_VOTW_Holocene_Volcanoes.fid-66f9dc1b_199ec577a21_464,352090,Sangay,Composite,Stratovolcano,2025.0,Ecuador,South America Volcanic Regions,Northern Andean Volcanic Arc,"The isolated Sangay volcano, located east of the Andean crest, is the southernmost of Ecuador's volcanoes and its most active. The steep-sided, glacier-covered, dominantly andesitic volcano grew within the open calderas of two previous edifices which were destroyed by collapse to the east, producing large debris avalanches that reached the Amazonian lowlands. The modern edifice dates back to at least 14,000 years ago. It towers above the tropical jungle on the east side; on the other sides flat plains of ash have been eroded by heavy rains into steep-walled canyons up to 600 m deep. The earliest report of an eruption was in 1628. Almost continuous eruptions were reported from 1728 until 1916, and again from 1934 to the present. The almost constant activity has caused frequent changes to the morphology of the summit crater complex.",-2.005,-78.341,5286,Subduction zone / Continental crust (> 25 km),Holocene,Eruption Observed,https://volcano.si.edu/gallery/photos/GVP-04490.jpg,"The isolated Sangay volcano towers above tropical jungles east of the Andean crest.  Seen here from the NE, it is one of Ecuador's most active volcanoes and has been in frequent eruption during the past several centuries.  The steep-sided, glacier-covered volcano has been constructed within the older Verdeloma somma to the south.  Historical eruptions were first reported in 1628.  More-or-less continuous eruptions took place from 1728 until 1916, and again from 1934 until the present.   ","Photo by Minard Hall, 1976 (Escuela Politécnica Nacional, Quito).",Andesite / Basaltic Andesite,-78.341,-2.005,erupting,30,"POLYGON ((-78.07150541476413 -2.0050000000000003, -78.0766836776523 -2.0575427465456806, -78.09201946857796 -2.1080646728280064, -78.1169234416963 -2.1546244956868095, -78.15043855128667 -2.195433352160254, -78.19127683048298 -2.2289234836133462, -78.23786888711814 -2.2538084035282977, -78.28842421458472 -2.2691322502286067, -78.341 -2.2743064434253375, -78.39357578541525 -2.2691322502286067, -78.44413111288186 -2.2538084035282977, -78.49072316951701 -2.2289234836133462, -78.53156144871332 -2.195433352160254, -78.5650765583037 -2.1546244956868095, -78.58998053142201 -2.1080646728280064, -78.6053163223477 -2.0575427465456806, -78.61049458523586 -2.0050000000000003, -78.6053163223477 -1.952455566567709, -78.58998053142201 -1.9019288364452192, -78.5650765583037 -1.8553618241494514, -78.53156144871332 -1.81454448718448, -78.49072316951701 -1.7810458752697322, -78.44413111288186 -1.7561537659899333, -78.39357578541525 -1.7408251155215786, -78.341 -1.7356492354681086, -78.28842421458472 -1.7408251155215786, -78.23786888711814 -1.7561537659899333, -78.19127683048298 -1.7810458752697322, -78.15043855128667 -1.81454448718448, -78.1169234416963 -1.8553618241494514, -78.09201946857796 -1.901928836445219, -78.0766836776523 -1.9524555665677086, -78.07150541476413 -2.0050000000000003))"
Smithsonian_VOTW_Holocene_Volcanoes.fid-66f9dc1b_199ec577a21_477,354006,Sabancaya,Composite,Stratovolcano(es),2025.0,Peru,South America Volcanic Regions,Central Andean Volcanic Arc,"Sabancaya, located in the saddle NE of Ampato and SE of Hualca Hualca volcanoes, is the youngest of these volcanic centers and the only one to have erupted in historical time. The oldest of the three, Nevado Hualca Hualca, is of probable late-Pliocene to early Pleistocene age. The name Sabancaya (meaning ""tongue of fire"" in the Quechua language) first appeared in records in 1595 CE, suggesting activity prior to that date. Holocene activity has consisted of Plinian eruptions followed by emission of voluminous andesitic and dacitic lava flows, which form an extensive apron around the volcano on all sides but the south. Records of observed eruptions date back to 1750 CE.",-15.787,-71.857,5960,Subduction zone / Continental crust (> 25 km),Holocene,Eruption Observed,https://volcano.si.edu/gallery/photos/GVP-04768.jpg,"The Sabancaya volcanic complex consists of Sabancaya volcano proper (foreground), the older 6288-m-high Ampato volcano (background), and 6025-m Hualca Hualca volcano.  Sabancaya, viewed here from the NE, is constructed on the saddle between the two older volcanoes.  It is the youngest of the three Holocene volcanic centers and the only one to have erupted in historical time.  An extensive 15-km-wide apron of trachytic and dacitic lava flows surrounds the 5967-m-high volcano.  Records of historical eruptions date back to 1750.","Photo by Norm Banks, 1988 (U.S. Geological Survey).",Andesite / Basaltic Andesite,-71.857,-15.787,erupting,30,"POLYGON ((-71.58750541476414 -15.787000000000003, -71.5926836776523 -15.837586292237551, -71.60801946857796 -15.886216636186822, -71.6329234416963 -15.931024219460848, -71.66643855128667 -15.970290171610221, -71.70727683048298 -16.002509154126802, -71.75386888711813 -16.02644665403331, -71.80442421458473 -16.0411858649465, -71.85699999999999 -16.046162441276753, -71.90957578541526 -16.0411858649465, -71.96013111288185 -16.02644665403331, -72.00672316951699 -16.002509154126802, -72.04756144871332 -15.970290171610221, -72.08107655830369 -15.931024219460848, -72.10598053142202 -15.886216636186822, -72.1213163223477 -15.837586292237551, -72.12649458523585 -15.787000000000003, -72.1213163223477 -15.73640107734017, -72.10598053142202 -15.68773476503561, -72.08107655830369 -15.642873351436123, -72.04756144871332 -15.603543902277009, -72.00672316951699 -15.571261422954786, -71.96013111288185 -15.547270093215557, -71.90957578541526 -15.532494914439809, -71.85699999999999 -15.527505707891375, -71.80442421458473 -15.532494914439809, -71.75386888711813 -15.547270093215557, -71.70727683048298 -15.571261422954786, -71.66643855128667 -15.603543902277009, -71.6329234416963 -15.642873351436123, -71.60801946857796 -15.68773476503561, -71.5926836776523 -15.73640107734017, -71.58750541476414 -15.787000000000003))"
